Type,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Treated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,Untreated,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,No_Ag,,
2786.07,2031.07,2037.29,2024.5,2058.07,2097.64,1635.71,1941.43,1870.36,1955.43,1258.29,1197.14,2024.64,1028.71,951.714,954.286,1378.93,1436.71,1449.21,235,229.143,226,325.5,314.429,313.143,224.357,231.786,246.071,,
2787.4,2020.21,2043.29,2011.21,2062.93,2087.86,1640.57,1968.5,1872.79,1950.36,1245.64,1210.43,2029.71,1027.86,952.071,964.286,1388.93,1423.71,1457.5,239.786,230.214,229.643,333.286,316.857,312.214,224.071,237.214,246.714,,
2788.74,2028.79,2057.14,2011.64,2055.57,2092.79,1649.29,1937.93,1872,1934.79,1242.36,1191.5,2011.07,1015.79,935.714,959,1377.43,1423.93,1455.29,230.143,229.5,233.571,325,314.143,312.929,225.214,230,244.571,,
2790.07,2042.93,2036,2026.14,2079.93,2124.71,1647.79,1950.79,1875.21,1948.5,1249.79,1210.93,2036,1023.93,953.571,965.286,1370.36,1437.07,1448.86,234.357,230.5,226.071,328.286,312,308.143,224,233.571,248.286,,
2791.4,2024.36,2037.43,2018.86,2074.14,2098,1642.36,1969.14,1872.71,1960.93,1251,1205.5,2024,1003.36,946.286,957.714,1381.71,1434,1453.21,233.714,225.571,229.786,329.929,316.714,307.857,226.286,241.214,247.357,,
2792.74,2045.21,2048,2043.5,2079.14,2115,1662.64,1961.5,1888.71,1947.5,1248.79,1203.86,2039.07,1015.21,972.929,956.286,1374.21,1430.86,1455.5,232.214,226.5,233.786,323.214,311.143,312.357,222.071,233.786,248.071,,
2794.07,2034,2054.21,2024.14,2063.5,2107.86,1652.79,1957.93,1880.36,1965.86,1263.79,1194,2031.14,1022.64,961.5,965,1388.14,1434.79,1458.29,233.714,222.571,230.143,330.071,318.143,312.5,222.357,230.429,250.929,,
2795.4,2047.93,2063.14,2025.21,2088.86,2106.86,1646.14,1977.43,1872.57,1973.71,1260.57,1219.29,2047.21,1024.93,966.857,965.571,1380.64,1436.36,1449.07,236,228.857,230.786,330.786,313.357,311.571,226.643,234,247.071,,
2796.73,2026.64,2056.14,2039.57,2088.64,2101.79,1664.86,1961.21,1877.64,1954.71,1267.07,1211,2050.29,1035,961.357,961.643,1377.36,1430.57,1456.64,237.786,227.857,233.643,324.071,315.286,315.286,225.786,235.571,251.5,,
2798.06,2035.57,2063.86,2034.86,2091.29,2103.71,1649.07,1971.21,1892.29,1960.43,1272.93,1208.79,2050.43,1033.21,964.786,969.5,1393,1441.64,1462.07,230.357,223.286,230.429,330.929,315.929,315.143,225.214,233.5,247.143,,
2799.39,2063.21,2046.64,2026.79,2085,2097.43,1661.36,1977.14,1889.57,1965.29,1268.86,1219.64,2047.64,1027.07,963.643,971.357,1382.21,1441.5,1461.36,233.857,228.929,226.571,332,320.5,309.786,224.357,237,247.071,,
2800.72,2049.86,2053.57,2031.36,2094.86,2121.29,1657,1969.29,1886.43,1963.36,1273.64,1211.14,2059.71,1025.14,957.857,966.786,1382.79,1446,1459.79,235.071,228.571,227.857,337.071,322,320.357,226,235.786,253.214,,
2802.06,2036.86,2053.43,2052.93,2077.57,2114.21,1660.07,1971.71,1879.5,1980.29,1269.07,1220.07,2049.14,1020.71,967.571,979.429,1397.86,1439.93,1482.14,233.929,229.214,236.071,327.357,313.714,314.071,223.643,233.857,244.929,,
2803.39,2059.57,2050.43,2042.57,2089.07,2123.36,1674.79,1975.14,1896.14,1980.86,1271.07,1220.79,2060,1025.71,971.071,969,1387.5,1456.71,1477.71,236.357,229.357,235.357,331.786,316.5,322.071,227.857,237.714,248.071,,
2804.72,2061.36,2064.5,2025.64,2091.21,2123.07,1670.29,1970.93,1899.36,1955.64,1271.5,1223.86,2040.93,1037.79,974,977.929,1394.5,1453.86,1471.5,238.857,231.929,231.5,331.071,319.643,316.929,227.071,242.286,250.714,,
2806.05,2063.29,2049.29,2039,2093.5,2115.21,1670.93,1983.14,1889.36,1966,1273,1208.29,2048.86,1026.14,976.643,977.714,1394,1448.21,1469.86,239.357,231.357,239.857,334,317.286,321.5,222.571,236.5,246.214,,
2807.38,2067.93,2052.07,2038.14,2083.43,2128.64,1663.79,1975.64,1913.29,1981.93,1276.57,1215.14,2057.79,1028.71,975,973.714,1407.07,1452.93,1486,230.786,233,234.786,337.5,317.929,312.5,222.786,235.571,251.786,,
2808.71,2061.64,2070.79,2057,2089.93,2129.64,1665.14,1973.07,1895.43,1972.36,1272.57,1212.86,2055.57,1035.07,967.929,981.5,1392.29,1455.07,1475.86,238.857,231.786,231.786,329.714,313.857,320.714,228.286,233.786,253.071,,
2810.03,2058.5,2070.64,2053.07,2112,2129.86,1671.29,1987.64,1895.64,1964.14,1280.93,1222.57,2071.29,1031.93,975.857,981.214,1398.14,1453.5,1469.86,238.143,230.643,236.214,331,322.5,320.857,224.286,241.714,244.286,,
2811.36,2071.79,2065.21,2046.29,2097.21,2119.64,1681.57,1978,1905.29,1981.79,1281.36,1216.21,2065.64,1031.57,979.357,973,1407.93,1457.5,1475.86,230.714,232.643,235.286,329.857,319,317.429,230.5,234.929,250.929,,
2812.69,2077.5,2073.36,2056.36,2096.07,2137.21,1673.79,1998.79,1913.79,1982.43,1275.79,1227.43,2058.5,1036.21,981.5,984.786,1410.71,1453.14,1483.29,237.643,227.786,235.643,334.214,323.5,315.643,230.357,236.357,248.143,,
2814.02,2067.79,2089.14,2076.64,2099.57,2148.79,1681,1990.43,1909.64,1984.14,1284.43,1226.71,2069,1033.64,989.357,993.929,1418.36,1453.14,1492.79,237.643,231.214,232.429,335.143,324.357,316.643,230.643,239.214,252.429,,
2815.35,2070.93,2085.43,2054.79,2113.93,2145,1674.86,2004.79,1913.71,1980.07,1291.14,1231.07,2079.86,1046.14,972.714,984.929,1413.64,1462,1472.93,236.929,231.857,236.357,338.786,321.143,324.286,228.357,241.929,250.571,,
2816.68,2082.07,2095.64,2073.21,2121.71,2146.79,1677.5,2003.14,1913.86,1977.86,1290.86,1234.36,2073.93,1047.21,985.143,987.214,1401.5,1456.86,1486.64,242.857,229.071,230.929,336.357,321,322.071,234.571,237.643,249.143,,
2818.01,2079.07,2098.21,2078.43,2113.21,2146.86,1684.07,1997,1914.21,1982.14,1285.93,1233.57,2097.43,1038.93,991,984.429,1416.71,1464.86,1484.93,236.571,232.857,235.286,339.214,324.357,319.929,226.071,235.929,246,,
2819.33,2086.93,2086,2067,2102.57,2138.86,1678.14,1991.07,1923.14,1997.5,1305.21,1246.71,2081.79,1055.43,984.5,993.429,1416.64,1462.93,1487.43,235.929,233.357,233.143,335.071,324.5,318.214,229.143,241.071,252.357,,
2820.66,2089.57,2099.21,2055.5,2110.71,2136.57,1689.29,1997.5,1918.29,2000,1291.07,1247.43,2091.21,1054.36,987.643,989.214,1401.29,1474,1487.86,242.5,238.143,236.286,336.643,324.571,320.071,232.429,238.071,253.143,,
2821.99,2076.36,2081.93,2076.21,2114.43,2128,1688.79,2003.71,1920.21,1997.14,1293,1249.79,2094.36,1059.14,996.929,999.929,1422.07,1476.07,1499.36,238.571,232.143,234.143,330.714,323,320.143,230.214,238.786,249.143,,
2823.32,2077,2080.79,2071.14,2123.43,2149.07,1684.07,2002.57,1908.93,1990.79,1296.07,1242.29,2111.57,1049.93,989.286,983.429,1421.36,1474.86,1503.71,245.929,233.643,232.143,339.643,323.071,321.714,225.071,238.429,255.857,,
2824.64,2081.57,2086.64,2060.93,2113.86,2147.14,1683.36,2008.36,1915.43,1984.36,1290.93,1233.71,2101.64,1057.57,990.786,996.786,1423.86,1476.71,1502.57,240.786,237.5,238.214,337.214,320.643,328.571,234.643,242.071,251.143,,
2825.97,2084.79,2076.14,2073.5,2115.21,2149.57,1681.64,2022.43,1920.79,2002.93,1296.57,1253.64,2093.21,1057.86,999.714,1001.79,1423.36,1478.29,1505.36,239.857,236.571,236.286,338.143,324.429,322.286,229.571,237.357,252.786,,
2827.3,2077.5,2108.29,2081.79,2133,2144.5,1678.93,2004.71,1930.21,2008.36,1303.14,1241.86,2092.43,1063.43,985.5,994.214,1428.07,1486.57,1529.86,240.929,231.571,232.857,343.286,326,325.643,229.214,241.143,252.5,,
2828.62,2093.71,2104.71,2078.64,2127.43,2173.21,1697.5,2027.29,1931.36,1995.14,1309.57,1243.93,2110.43,1062.93,1000.5,1014.79,1433.36,1480.21,1509,240.714,231.786,237.571,338.714,324.571,319.357,231.214,243.857,254.929,,
2829.95,2088.71,2099.36,2088.21,2122.43,2157.71,1699.21,2016.79,1927.43,2014.36,1314,1257.36,2114,1066,999.286,999.286,1420.86,1489.36,1506.43,242.214,232.5,238.5,340.214,332.643,323.429,226.5,241.357,257.5,,
2831.27,2091.86,2085.57,2096.07,2141.29,2169.64,1698.57,2016.64,1939.21,2010.86,1320.86,1265.07,2106.57,1078.36,1005.93,1012.43,1433.43,1491.36,1515,238.929,235.143,238.643,338.214,322.714,322.571,231.357,245.071,260.214,,
2832.6,2099.5,2103.07,2103.79,2143.93,2186.36,1706.07,2032.57,1934,2019.14,1312.93,1264.64,2116,1078.86,1006.57,1020.57,1435.86,1501.36,1515.21,241.214,238.929,236.214,340.571,324.357,319.143,233.857,239.857,253.786,,
2833.92,2106.57,2115.86,2092.29,2147.14,2167.07,1699.07,2042.71,1943.21,2021.14,1313.43,1271.07,2110.5,1073.93,1007.57,1014.29,1428.07,1492.5,1519.5,241.214,235.643,240.357,336.786,328.5,329.643,232.071,242.357,253.643,,
2835.25,2105.86,2114.71,2079.29,2151,2176.79,1711.57,2025.57,1942.57,2023.36,1319.07,1264.79,2124.14,1086.14,1010.29,1017.79,1449.93,1504.36,1512.5,244.214,233.5,235.071,346.214,327.214,323.357,232.214,243,256.143,,
2836.57,2118.43,2130.5,2102.71,2153.36,2181.36,1707.36,2027.86,1958.57,2026.93,1326.21,1274.93,2147.29,1088.36,1008.43,1025.86,1446.43,1502.64,1524,244.214,237.571,236.5,340.786,324.786,321.929,237.429,248,253.143,,
2837.9,2112.64,2117.36,2101.5,2156.86,2192.93,1727,2028.21,1950.07,2016.43,1334.29,1288.36,2136.43,1079.64,1014.64,1025.14,1455.21,1502.07,1534.36,245.643,234.5,238.143,340.643,332.286,326.929,229.286,244,258.429,,
2839.22,2121.86,2116,2103.5,2160.71,2180.14,1707.5,2025.07,1944.5,2021.07,1341.5,1290.36,2148.64,1088.07,1014.57,1020.5,1454.86,1515.64,1547.86,244.5,234.571,238.929,341.143,329.714,326.214,233.786,247,257.429,,
2840.55,2109.93,2127.57,2109.36,2147.64,2199,1728.43,2039,1961.21,2029,1334.36,1291.21,2157.93,1096.36,1035.29,1025.64,1456.86,1522.43,1533.29,245.214,238.429,235.786,347.143,333,330.714,231.143,247,261,,
2841.87,2128.36,2116,2117.21,2146,2200.79,1723.07,2031.21,1960.29,2018.64,1349,1299.29,2156.14,1102.5,1033.86,1044.14,1473.29,1519.93,1554.14,246.714,241.786,239.643,348.571,330.786,332.429,229,246.571,261.714,,
2843.19,2128.36,2120,2120.14,2164,2218.71,1718.93,2042.29,1945.86,2040.36,1350.43,1306.36,2174.64,1104.21,1035.64,1053.86,1478.07,1540.86,1550,241.929,236.429,246.571,345.429,332.5,327.857,233.5,246,262.5,,
2844.52,2136.71,2122.79,2105.79,2164.43,2194.64,1734.93,2047.5,1964.36,2041.14,1358.5,1305.07,2169.14,1115.5,1045.64,1051.64,1474.36,1543.21,1547.5,245.5,237.286,240.429,342.143,327.429,337.643,236.357,242.357,257.5,,
2845.84,2115,2122.79,2109.21,2156.14,2210.21,1736.29,2055.5,1944.64,2047.86,1380.29,1324.43,2182.14,1124.64,1040.5,1060,1479.36,1541.64,1571.79,240.786,238.643,236.714,341.5,330.929,328.286,233.786,248.929,258.786,,
2847.16,2141.71,2136.5,2101.07,2188.57,2214.5,1750.64,2053.86,1956.64,2044.36,1376.86,1328.86,2175.93,1119.86,1054.21,1064,1488.36,1553.43,1572.86,243.071,240.643,240.143,346.929,333.714,324,234.929,242.929,262.571,,
2848.48,2140.93,2119.93,2106,2166.21,2213.36,1745.43,2059.71,1967.71,2042.5,1381,1320.79,2168.5,1130.36,1062.43,1056.71,1479,1547.14,1570.79,253.214,244.071,243.714,350,335.571,326.714,237.357,247.357,264.571,,
2849.81,2140.93,2144.79,2113.36,2196.5,2215.36,1753.64,2054.64,1965.5,2049.5,1385.5,1332.07,2174.29,1133.64,1052.5,1052.64,1476.79,1558.86,1581.21,245.5,241.357,245.929,351.857,333.357,333.214,236.786,250.071,257.357,,
2851.13,2142.43,2142.79,2125.21,2190.79,2235.71,1750.71,2062.36,1950.79,2046.5,1393.57,1342.21,2175.21,1126.71,1064.43,1064.93,1496.86,1553.43,1587.36,247.786,237.857,241.429,347.5,331.5,332.571,237.143,241.857,260.143,,
2852.45,2131.07,2149.86,2135.71,2196.43,2234.5,1751.5,2052.36,1973.64,2062.07,1393.5,1337.36,2191.57,1145.14,1064.29,1073.07,1497.43,1570.93,1584.71,247.571,243.5,245.5,349.857,332.214,329.857,239.357,247.714,259.643,,
2853.77,2144.57,2134.93,2130.29,2205.79,2230.86,1753.43,2064.93,1986.07,2058.21,1396.5,1335.93,2193.93,1143.5,1076,1069.36,1498.36,1562.29,1581.36,244.429,243.357,242.571,351.286,337.786,333.714,241.714,243.357,262.214,,
2855.09,2164.5,2157.64,2149.71,2204.21,2246.64,1757.93,2066.43,1981.79,2072.5,1404.5,1346.29,2195.93,1147.79,1072.64,1085.79,1507.14,1575.5,1597.14,243.071,239.357,245.571,351.357,337.929,328.286,237.571,245.643,261.643,,
2856.42,2150.07,2167.5,2145.71,2206.21,2238.71,1764.21,2060.43,1981,2064.36,1398.57,1346.29,2182.36,1138.29,1073.93,1087,1503.21,1558.64,1595.64,248.714,237.571,241.071,352.5,336.857,333.929,240.429,252.714,263.929,,
2857.74,2152.57,2138.5,2133.86,2198.21,2250.29,1762.29,2082.29,1986.79,2057.79,1399,1338.71,2204.36,1153.93,1071.36,1081.36,1511.07,1575,1602,253.214,242.214,250.286,351,335.286,326.786,238.429,248.071,263.143,,
2859.06,2153.57,2161.07,2141,2205.07,2240.64,1760.79,2084.93,1983.93,2063.57,1415.21,1350.57,2207.57,1154.79,1085.71,1083.21,1522.5,1582.36,1609.07,249.357,238.571,242.929,354.714,343.071,333.286,240.714,248.357,265.5,,
2860.38,2152.14,2148.64,2136.93,2188.07,2245.07,1759.21,2061.07,1976.64,2076.71,1407.93,1346.79,2202.5,1157.07,1078.57,1074.14,1516.36,1588.29,1606.79,249.929,246.286,245.714,352.143,339.429,333.286,238.643,252,262.857,,
2861.7,2153.71,2159.71,2141.14,2205.21,2236.43,1761.5,2066.21,1991.5,2060,1411.5,1354,2213.43,1171.79,1077.93,1098.14,1518.64,1586.71,1605.43,250.929,246.5,248.143,346.214,335.714,340.071,238.714,250.857,266.714,,
2863.02,2165,2158.21,2147.36,2204.43,2254.71,1771.5,2081.21,1984.07,2076.21,1426,1372.86,2200.86,1167.5,1099.14,1086.71,1523.5,1591.43,1615.29,249.286,242.714,247.786,354.643,330.857,340.929,243.857,252.571,263.5,,
2864.34,2162.64,2162.86,2155.07,2220.07,2237.79,1753.71,2080.29,1992.43,2064.86,1429.57,1369,2217.93,1172.43,1085.14,1093.93,1532.29,1604.71,1623,251.571,241.286,242.571,354.571,348.857,342.286,240.786,253.571,267.714,,
2865.66,2162.71,2169.57,2161.5,2212.36,2239.07,1772.57,2075.71,1983.64,2074.5,1428.71,1375.64,2226.93,1178.71,1100.71,1109.21,1535.93,1602.36,1624.71,251.857,240.286,244.929,354.643,338.714,343,243.5,258.5,267.214,,
2866.98,2183.43,2177.5,2166.57,2208.21,2256.5,1767.5,2077.14,2006.29,2074.79,1438.86,1380.64,2232.5,1177.93,1098.79,1105.07,1551.21,1616.36,1641.5,253.071,240.857,248.714,353.857,337.786,340,246.071,250.857,260.429,,
2868.3,2177.07,2188.14,2168.93,2218.79,2261.36,1792.5,2072.57,2004.86,2076.93,1452.5,1382.5,2234.36,1179.71,1114.57,1108.14,1546.93,1632.79,1637.29,246.714,244.929,240.5,353.214,340.071,338.357,245.071,251.143,263.929,,
2869.61,2179.86,2178.79,2170.29,2231.86,2281.07,1798.07,2095,2015.14,2087,1463.21,1389.93,2254.93,1198.79,1122,1125.71,1553.29,1623.43,1658.14,252.929,245.571,244.429,355.857,340.5,342,243.571,256.571,273.143,,
2870.93,2170.86,2180.86,2159.93,2228.86,2277.21,1790.43,2098.93,2002.64,2081.71,1459.86,1395.93,2242.29,1196.57,1105.57,1115.07,1579.36,1627.79,1658.21,251.929,246.714,251.5,352.571,343.143,337.286,245.643,250.714,267.857,,
2872.25,2193.79,2189.86,2164.07,2235.43,2264.43,1798.21,2096,2027.86,2090.79,1465.21,1406.29,2258,1207.79,1121.93,1133.21,1563.64,1630.64,1664.36,251.214,244.929,245.929,360.857,340.071,337.429,246.429,254.286,265.643,,
2873.57,2201.07,2182.07,2160.93,2229.93,2265.43,1789.5,2112.5,2016.57,2099,1467,1422.57,2244.07,1223.93,1127.93,1134.71,1573.86,1643.57,1658,253.786,248.214,252.929,358.643,342.786,341.929,245.214,257.143,270.929,,
2874.89,2205.21,2200.36,2164.36,2241.79,2265.14,1799.14,2106.71,2027.29,2091.07,1480.21,1410.79,2266.43,1212,1140.36,1146.64,1585.71,1659.86,1669.14,256.857,250.714,247.286,365.214,348.643,344.643,245.786,255,268.571,,
2876.21,2204.07,2181.79,2184.86,2247.43,2278.36,1792.14,2122.79,2018.29,2110.14,1473.79,1414.14,2274.21,1220.5,1132.64,1154.29,1587.07,1649.43,1679.14,257.143,245.714,249.214,359.5,344.786,345.929,243.929,255.429,268.786,,
2877.52,2198,2207.79,2196.71,2240.5,2279.71,1818.86,2109.21,2021,2104.14,1486.14,1419.21,2278.07,1227.71,1145.43,1154.57,1598.43,1667.64,1690.36,252.571,249.071,250.929,364,352,349.071,250.357,255,269.786,,
2878.84,2196.79,2194.79,2170.57,2237.5,2278.71,1810.29,2120.71,2022.07,2108.36,1490.86,1419.79,2265.79,1223.43,1146.79,1146,1595.5,1669.93,1696.29,257.857,250.643,253.571,359.143,343.786,339.214,248.143,254.714,275.786,,
2880.16,2218.07,2199.71,2179.14,2260.07,2281.14,1795.71,2110.86,2027.14,2094,1505.29,1431.21,2265.57,1230.71,1149.57,1159.64,1613.57,1682.21,1708.14,253.357,250.357,255.286,365.5,347.857,344.786,246.643,261.929,267.857,,
2881.47,2205.43,2211.93,2184.14,2256.93,2299.43,1809.93,2117.86,2042.79,2107.43,1503.64,1436.43,2263.71,1228.64,1143.93,1174.07,1610.07,1680.43,1700.79,259,256.143,253.643,365.429,347.071,346.643,247.214,264.643,273.071,,
2882.79,2197.86,2198.36,2185.64,2249.86,2282.5,1816.21,2119.79,2034.5,2107,1502.93,1432.64,2271.71,1225.57,1159.29,1166.21,1602.07,1688.93,1697.29,256.286,254.786,249.786,364.071,348,349.786,251.571,258.786,274.643,,
2884.11,2210.07,2216.36,2190.57,2266.29,2293.93,1825.07,2108.43,2036.86,2113.93,1509.57,1451.07,2280.64,1245.36,1157.79,1170.86,1619.29,1686.21,1707.86,254.357,252.429,252.429,364.286,346.857,351.786,250.214,256.357,278.214,,
2885.42,2204.43,2204,2195.29,2251.93,2301,1818.86,2119.07,2042.07,2095.36,1519.93,1448.5,2284.79,1233.43,1167.71,1167.64,1623.86,1687.79,1717.57,257.357,250.857,250.214,361.071,347.857,346,244.571,264.143,277.786,,
2886.74,2224.5,2216.79,2187.57,2256.64,2293.71,1821.86,2126.86,2035.21,2121.07,1517.64,1458.21,2287.21,1249.79,1175.21,1188.57,1625.14,1679.64,1717.14,261.714,252.357,249.714,358,350,342.286,254,262.286,276.286,,
2888.06,2239.36,2205.14,2191.93,2276.21,2306.57,1834.29,2127,2037.86,2117.21,1525.07,1461.21,2300.29,1244.71,1169.29,1177,1610.57,1698.64,1718.36,256.714,247.5,251.571,358.5,356.857,341.357,249.071,265.714,272.5,,
2889.37,2214.57,2222.93,2180.93,2266.43,2310.43,1825.79,2128.36,2040.57,2112.07,1523.86,1474.79,2309.71,1246.64,1164.86,1192.71,1618.36,1707,1725.43,257.714,244.571,251.071,365.643,349,353.714,252,260.857,277.143,,
2890.69,2225.64,2221.07,2195.5,2274.57,2314.07,1825.64,2131.36,2047.93,2136.93,1528.79,1456.5,2310.21,1251.43,1181.36,1177.79,1624.79,1699.07,1728.5,260,255.571,259.643,368.5,357.071,349,252.5,267.929,278.857,,
2892,2215,2231.21,2204.07,2264.43,2316.79,1839.57,2123.86,2026.29,2120.21,1537.71,1474.86,2286.64,1250.07,1181.93,1183.86,1617.29,1701.21,1726.71,257.714,252.571,251.786,369.786,353.214,349.143,246.714,260,278,,
2893.32,2226.21,2224.43,2198.36,2282.43,2301.71,1835.21,2141.57,2044.07,2135.5,1547.93,1471.71,2297.86,1251.21,1175.14,1191.64,1642,1705,1743,260.071,250.714,250.571,373.5,350.143,351.857,253.929,260.786,277.357,,
2894.63,2241.57,2220.07,2195.36,2276.5,2320.86,1847.21,2135.86,2057.5,2118.14,1540.14,1481.29,2304.93,1246.43,1186.86,1201.57,1647.29,1728.43,1732.93,260.429,254.286,256.143,367.786,353.071,351,247,260.5,278.071,,
2895.95,2233.57,2234.43,2194.07,2274.93,2317.5,1830,2131.36,2032.86,2126.43,1540.21,1485.71,2308.93,1262.86,1188.21,1206.86,1646.93,1735.43,1742.57,258.786,255.286,253.929,372.071,356.5,349.429,250.357,265.286,273.357,,
2897.26,2211.64,2222,2195.93,2280.79,2301,1841.07,2126.57,2052.79,2117.43,1550,1484.71,2289.07,1266,1186.64,1201,1634.79,1717.57,1747.5,259,251.857,257.214,371.071,357.071,351.571,254,263.286,278.857,,
2898.57,2226.86,2224.21,2185.36,2274.93,2307.71,1829.21,2145.43,2051.21,2126.71,1543.07,1493.21,2292.5,1263.57,1193.21,1207.36,1642.29,1730.57,1768,258.143,255.429,254.143,365.571,358.286,350,253.786,262.357,278.429,,
2899.89,2230.43,2217.64,2204.5,2278.29,2316.43,1850.5,2128.43,2053.57,2126.21,1552.79,1479.21,2312.07,1262,1181.79,1205.57,1655.57,1723.21,1753.5,262.429,254.357,257.714,369.429,364.286,347.929,254.143,264.071,280.357,,
2901.2,2231.93,2219.14,2211.71,2269.5,2318.86,1842.21,2125.64,2049.36,2130.29,1540,1480.64,2315.14,1267.64,1207.71,1203.71,1647.21,1722.86,1754.07,261.5,256.214,254.214,372.929,355.429,350.071,249.571,265.643,279.571,,
2902.51,2228.14,2218.79,2208.79,2268.07,2340,1843,2151.43,2060.29,2136.86,1566.43,1475.36,2334,1269.64,1190.64,1207.14,1652.93,1722.43,1754,258.214,256.929,254.571,369.571,353.714,357.143,250.357,270.5,278.286,,
2903.83,2238.5,2226.36,2203.14,2276.14,2309.36,1840.21,2137.93,2054.64,2123.43,1559.14,1497.71,2313.07,1287.71,1193.79,1212.36,1649.93,1723.29,1758.29,264.143,258.929,260.714,370.786,350.643,354.143,254.571,267.071,283.143,,
2905.14,2234.14,2234.14,2195.21,2288.93,2317.07,1842.21,2137.93,2044,2137.5,1555.64,1490.36,2313.21,1280.79,1206.14,1201.93,1665.14,1727.86,1738.86,260.714,253.714,257.857,373.214,351.214,352.214,257.929,265.286,278.071,,
2906.45,2221.64,2211.79,2216.57,2275.57,2334.64,1844.71,2141.93,2054.79,2139.71,1563.71,1491.29,2313.5,1280.93,1206.21,1219.43,1671.43,1738.79,1756.36,262.357,254.571,260.143,369.143,354.357,353.929,253.214,269.357,280.286,,
2907.76,2232.86,2223,2216.5,2276.86,2322.29,1852.64,2160.5,2052.5,2130.36,1557.57,1501.57,2317.79,1280.79,1199,1212.43,1653.5,1739.07,1768.07,261.786,257.357,259.929,370.929,355.5,353.786,256.929,268.143,280.357,,
2909.08,2232.86,2228,2204.07,2303,2326.86,1849.07,2138.86,2067.07,2125.57,1568.64,1498.36,2333.57,1295,1207.07,1223.93,1661.14,1728.86,1771.71,261.571,258.714,262.714,370.286,360.857,357.214,248.071,262.071,280.929,,
2910.39,2238.64,2233.36,2216.64,2288.79,2323.36,1856.79,2157.07,2058.36,2137.71,1573.36,1505,2341.43,1291.86,1208,1228.64,1664.36,1742.93,1775.86,259.714,254.786,261.429,372.143,357.286,361,260.214,261.143,278.571,,
2911.7,2236.14,2232.36,2223.86,2294.64,2339.36,1857.29,2150.21,2049.43,2143.57,1579.93,1506.14,2345,1296.71,1212.29,1230.43,1672.57,1745.57,1759.43,260.286,258.643,257.429,367.071,353.786,349.357,252.571,269.929,284.643,,
2913.01,2228.43,2237.29,2223.71,2294.93,2325.07,1853.36,2156.21,2066.71,2152.36,1580.71,1522.86,2340.07,1298.86,1214.5,1229.14,1664.29,1761.5,1783.86,266.857,258.5,251.929,373.214,358.929,350,257.357,267.571,275.571,,
2914.32,2260.07,2258.71,2218.71,2302.14,2335.64,1861.71,2170.21,2071,2141.64,1593.43,1529.14,2350,1314.21,1228,1232.43,1676.36,1763.29,1792.29,266.429,257.214,256.786,375,362.857,360.071,260,264.857,278.786,,
2915.63,2249.71,2252.86,2212.21,2320,2344.93,1869.07,2164.43,2068.21,2158.79,1582.93,1532.29,2347.57,1296.43,1231.36,1242.93,1686.21,1761.5,1803.93,264.143,251.643,257.929,377.357,363,362.786,255.714,273.714,280.786,,
2916.94,2259.93,2238.36,2232.86,2312.71,2327.5,1864.14,2167.36,2075.43,2146,1602.07,1521.29,2327.71,1309.29,1244.57,1264.64,1694.14,1773.43,1803.71,265.286,258.643,260.071,374.857,363.929,351.071,255,268.571,284,,
2918.25,2258.71,2243.71,2221.93,2303.71,2332.93,1863.64,2158.14,2064,2143.64,1596.21,1533,2353.5,1314.29,1241.79,1250.5,1700.36,1771.14,1797.29,265.643,256.929,265.714,380.214,363.286,359.214,256.071,266.857,284,,
2919.56,2258.14,2239.5,2222.79,2307.29,2324.64,1867.36,2146.86,2066.14,2151.21,1597.57,1540.07,2352.79,1317.86,1227,1257.86,1705.93,1785.07,1804.43,264.286,258.286,262.214,374.714,362.143,359.857,258.214,271.071,288.143,,
2920.87,2265.14,2258.29,2214.93,2297.36,2335.5,1875.07,2145.71,2068.93,2143.43,1612.14,1554.21,2358.43,1335.57,1242.29,1263.43,1715.93,1793.21,1811.14,264.929,257.286,262.429,371.286,361.571,360.571,261.429,268.143,287,,
2922.18,2263,2261,2219.64,2307,2361.36,1876.14,2146.21,2087.57,2155.93,1616.79,1533.5,2362.79,1324.64,1245.86,1259.5,1713.29,1800.43,1827.5,268.071,258.857,255.286,372.857,365,355.357,264.143,268.571,289.143,,
2923.49,2257.43,2253.5,2234.5,2317.07,2351.71,1881.86,2168.29,2076.43,2150.29,1625,1561.36,2371.57,1333.29,1249.86,1275.86,1723.71,1763.36,1841.71,262.214,259.786,260.714,373.643,363.5,364.214,257.143,278,291.357,,
2924.8,2264.21,2256.07,2230.86,2320.93,2345.36,1885.5,2175,2094.71,2158.36,1632.36,1569.79,2365.07,1339.29,1258.36,1282.14,1725.5,1809.14,1843.43,270.357,262.643,265.857,376.643,358.143,365.571,261.714,277.714,288.143,,
2926.11,2279.64,2267.71,2246.86,2331.5,2367.71,1889.36,2161.07,2091.86,2170.14,1638.86,1575.93,2390.86,1344.64,1278.64,1287.36,1729.07,1808.79,1841.14,265.643,263.571,265.357,380.929,366.929,361.357,266.286,273.214,287.929,,
